981, 93
973, 93
958, 92
931, 90
911, 88
890, 87
857, 86
818, 85
782, 85
745, 85
708, 87
668, 96
623, 114
578, 138
532, 169
492, 198
457, 230
422, 265
394, 297
372, 328
354, 358
341, 385
333, 407
329, 427
328, 447
328, 463
331, 478
337, 491
347, 505
359, 520
372, 531
389, 542
412, 552
436, 559
465, 564
502, 570
540, 573
576, 575
612, 575
648, 575
681, 574
711, 571
738, 568
761, 564
785, 558
810, 552
832, 547
854, 541
878, 534
900, 527
923, 518
945, 507
967, 496
985, 483
1002, 470
1020, 455
1036, 441
1049, 428
1060, 415
1070, 401
1080, 386
1091, 368
1100, 352
1105, 339
1110, 325
1113, 314
1114, 304
1115, 294
1115, 284
1115, 272
1113, 260
1111, 250
1108, 241
1104, 234
1100, 227
1096, 220
1091, 212
1086, 204
1082, 198
1078, 191
1074, 185
1070, 181
1066, 176
1062, 172
1058, 169
1055, 166
1052, 162
1049, 159
1047, 155
1044, 152
1041, 148
1038, 145
1034, 142
1030, 138
1027, 135
1024, 131
1022, 128
1020, 126
1019, 124
1018, 122
1017, 120
1016, 118
1015, 117
1014, 116
1013, 115
1012, 114
1011, 113
1010, 112
1009, 111
1008, 110
1006, 110
1005, 109
1003, 108
1002, 107
1001, 106
999, 106
998, 105
997, 104
995, 103
994, 102
993, 101
992, 100
992, 99
991, 98
990, 97
989, 96
988, 95
987, 94
987, 93
986, 93
986, 92
985, 92
984, 91
983, 91
982, 91
981, 92
980, 93
979, 94
978, 94
977, 94
